"Date","Price","Open","High","Low","Vol.","Change %"
"2025-07-07","620.68","623.36","624.03","617.87","74.81M","-0.75%"
"2025-07-03","625.34","622.45","626.28","622.43","51.07M","0.79%"
"2025-07-02","620.45","617.24","620.49","616.61","66.51M","0.45%"
"2025-07-01","617.65","616.36","618.83","615.52","70.03M","-0.03%"
"2025-06-30","617.85","617.38","619.22","615.04","92.50M","0.48%"
"2025-06-27","614.91","612.88","616.39","610.83","86.26M","0.50%"
"2025-06-26","611.87","608.99","612.31","608.37","78.55M","0.78%"
"2025-06-25","607.12","607.91","608.61","605.54","62.11M","0.06%"
"2025-06-24","606.78","604.33","607.85","603.41","67.74M","1.10%"
"2025-06-23","600.15","595.04","600.54","591.89","87.43M","0.99%"
"2025-06-20","594.28","598.38","599.46","592.86","94.05M","-0.53%"
"2025-06-18","597.44","598.44","601.22","596.47","76.61M","-0.02%"
"2025-06-17","597.53","600.21","601.75","596.76","82.21M","-0.85%"
"2025-06-16","602.68","600.40","604.45","600.22","79.98M","0.95%"
"2025-06-13","597.00","598.50","601.85","595.48","89.51M","-1.12%"
"2025-06-12","603.75","600.01","603.75","599.52","64.13M","0.40%"
"2025-06-11","601.36","604.19","605.06","599.27","73.66M","-0.29%"
"2025-06-10","603.08","600.22","603.47","599.09","66.25M","0.57%"
"2025-06-09","599.68","599.72","601.25","598.49","53.02M","0.09%"
"2025-06-06","599.14","598.66","600.83","596.86","66.59M","1.03%"
"2025-06-05","593.05","597.63","599.00","591.05","92.44M","-0.48%"
"2025-06-04","595.93","596.96","597.95","595.49","57.31M","-0.03%"
"2025-06-03","596.09","592.34","597.08","591.85","63.61M","0.57%"
"2025-06-02","592.71","587.76","592.79","585.06","61.63M","0.56%"
"2025-05-30","589.39","588.93","591.13","583.23","90.60M","-0.11%"
"2025-05-29","590.05","593.06","593.20","586.07","70.07M","0.39%"
"2025-05-28","587.73","591.56","592.77","586.98","68.45M","-0.58%"
"2025-05-27","591.15","586.07","591.31","578.43","72.59M","2.08%"
"2025-05-23","579.11","575.98","581.81","575.60","76.03M","-0.68%"
"2025-05-22","583.09","582.66","586.62","581.41","70.86M","0.04%"
"2025-05-21","582.86","588.44","592.58","581.82","95.20M","-1.69%"
"2025-05-20","592.85","593.09","594.05","589.60","60.61M","-0.34%"
"2025-05-19","594.85","588.10","595.54","588.10","68.17M","0.11%"
"2025-05-16","594.20","591.25","594.50","589.28","76.05M","0.63%"
"2025-05-15","590.46","585.56","590.97","585.10","71.27M","0.49%"
"2025-05-14","587.59","587.81","588.98","585.53","66.28M","0.13%"
"2025-05-13","586.84","583.41","589.08","582.84","67.95M","0.66%"
"2025-05-12","582.99","581.47","583.00","577.04","78.99M","3.30%"
"2025-05-09","564.34","566.48","567.50","562.76","37.60M","-0.13%"
"2025-05-08","565.06","565.24","570.31","561.70","65.13M","0.70%"
"2025-05-07","561.15","560.15","563.82","556.04","55.73M","0.42%"
"2025-05-06","558.80","557.93","563.35","556.96","48.26M","-0.84%"
"2025-05-05","563.51","562.57","566.65","561.70","38.66M","-0.57%"
"2025-05-02","566.76","564.73","568.38","562.38","60.72M","1.48%"
"2025-05-01","558.47","560.37","564.07","557.86","63.19M","0.71%"
"2025-04-30","554.54","547.57","556.52","541.52","93.10M","0.04%"
"2025-04-29","554.32","548.91","555.45","548.55","47.78M","0.63%"
"2025-04-28","550.85","551.39","553.55","545.02","47.61M","0.04%"
"2025-04-25","550.64","546.65","551.05","543.69","61.12M","0.72%"
"2025-04-24","546.69","536.72","547.43","535.45","64.15M","2.10%"
"2025-04-23","535.42","540.43","545.43","533.88","90.59M","1.55%"
"2025-04-22","527.25","520.14","529.30","519.19","75.95M","2.60%"
"2025-04-21","513.88","521.16","521.70","508.46","69.37M","-2.38%"
"2025-04-17","526.41","527.64","531.16","523.91","79.87M","0.14%"
"2025-04-16","525.66","531.68","537.89","520.29","83.48M","-2.22%"
"2025-04-15","537.61","539.67","543.23","536.81","56.89M","-0.28%"
"2025-04-14","539.12","544.05","544.28","533.86","68.03M","0.97%"
"2025-04-11","533.94","523.01","536.43","520.07","97.87M","1.78%"
"2025-04-10","524.58","532.17","533.49","509.32","162.33M","-4.38%"
"2025-04-09","548.62","493.44","548.62","493.05","241.87M","10.50%"
"2025-04-08","496.48","521.86","524.98","489.16","165.82M","-1.57%"
"2025-04-07","504.38","489.19","523.17","481.80","256.61M","-0.18%"
"2025-04-04","505.28","523.67","525.87","505.06","217.97M","-5.85%"
"2025-04-03","536.70","545.11","547.97","536.70","125.99M","-4.93%"
"2025-04-02","564.52","555.05","567.42","554.81","76.01M","0.63%"
"2025-04-01","560.97","557.45","562.94","553.68","54.61M","0.28%"
"2025-03-31","559.39","549.83","560.71","546.87","95.33M","0.67%"
"2025-03-28","555.66","565.53","566.27","555.07","71.66M","-2.01%"
"2025-03-27","567.08","567.18","570.90","564.94","42.16M","-0.27%"
"2025-03-26","568.59","575.19","576.33","567.19","52.23M","-1.19%"
"2025-03-25","575.46","575.30","576.41","573.69","38.36M","0.24%"
"2025-03-24","574.08","570.80","575.15","570.20","58.77M","1.79%"
"2025-03-21","563.98","559.28","564.89","558.03","83.76M","-0.27%"
"2025-03-20","565.49","563.33","570.57","562.60","62.96M","-0.29%"
"2025-03-19","567.13","562.83","570.95","561.63","66.56M","1.09%"
"2025-03-18","561.02","564.80","565.02","559.06","66.04M","-1.08%"
"2025-03-17","567.15","562.79","569.71","562.35","49.01M","0.77%"
"2025-03-14","562.81","556.11","563.83","551.49","62.66M","2.07%"
"2025-03-13","551.42","558.49","559.10","549.68","74.08M","-1.33%"
"2025-03-12","558.87","562.17","563.11","553.69","69.59M","0.53%"
"2025-03-11","555.92","559.40","564.02","552.02","88.10M","-0.83%"
"2025-03-10","560.58","567.59","569.54","555.59","99.33M","-2.66%"
"2025-03-07","575.92","570.90","577.39","565.63","81.16M","0.56%"
"2025-03-06","572.71","575.48","580.17","570.12","80.09M","-1.78%"
"2025-03-05","583.06","576.69","584.88","573.08","71.23M","1.07%"
"2025-03-04","576.86","579.71","585.39","572.25","109.65M","-1.18%"
"2025-03-03","583.77","596.18","597.34","579.90","74.25M","-1.75%"
"2025-02-28","594.18","585.56","594.72","582.44","88.74M","1.56%"
"2025-02-27","585.05","596.85","598.02","584.65","74.20M","-1.60%"
"2025-02-26","594.54","595.93","599.58","591.86","43.32M","0.05%"
"2025-02-25","594.24","597.15","597.89","589.56","58.27M","-0.50%"
"2025-02-24","597.21","602.02","603.03","596.49","50.74M","-0.46%"
"2025-02-21","599.94","610.16","610.30","599.47","76.52M","-1.71%"
"2025-02-20","610.38","611.54","611.68","607.02","36.55M","-0.42%"
"2025-02-19","612.93","610.08","613.23","609.56","31.01M","0.24%"
"2025-02-18","611.49","610.88","611.49","608.38","26.75M","0.29%"
"2025-02-14","609.70","609.94","610.99","609.07","26.91M","0.00%"
"2025-02-13","609.73","604.48","609.94","603.20","40.92M","1.06%"
"2025-02-12","603.36","599.20","604.55","598.51","45.08M","-0.32%"
"2025-02-11","605.31","602.55","605.86","602.43","30.06M","0.08%"
"2025-02-10","604.85","604.03","605.50","602.74","26.05M","0.68%"
"2025-02-07","600.77","606.89","608.13","600.05","50.79M","-0.92%"
"2025-02-06","606.32","605.99","606.45","602.63","35.77M","0.35%"
"2025-02-05","604.22","600.64","604.37","598.58","30.65M","0.41%"
"2025-02-04","601.78","597.83","602.30","597.28","33.46M","0.67%"
"2025-02-03","597.77","592.67","600.29","590.49","65.86M","-0.67%"
"2025-01-31","601.82","607.50","609.96","601.05","66.67M","-0.53%"
"2025-01-30","605.04","603.96","606.60","600.72","39.28M","0.54%"
"2025-01-29","601.81","603.72","604.13","599.22","37.18M","-0.45%"
"2025-01-28","604.52","600.62","605.37","597.25","44.43M","0.86%"
"2025-01-27","599.37","594.81","599.69","594.64","70.36M","-1.41%"
"2025-01-24","607.97","609.81","610.78","606.80","34.60M","-0.29%"
"2025-01-23","609.75","605.80","609.75","605.52","41.15M","0.55%"
"2025-01-22","606.44","605.92","607.82","605.36","48.20M","0.56%"
"2025-01-21","603.05","600.67","603.06","598.67","42.53M","0.92%"
"2025-01-17","597.58","596.96","599.36","595.61","58.07M","1.00%"
"2025-01-16","591.64","594.17","594.35","590.93","43.32M","-0.19%"
"2025-01-15","592.78","590.33","593.94","589.20","56.90M","1.82%"
"2025-01-14","582.19","584.36","585.00","578.35","48.42M","0.14%"
"2025-01-13","581.39","575.77","581.75","575.35","47.91M","0.16%"
"2025-01-10","580.49","585.88","585.95","578.55","73.11M","-1.53%"
"2025-01-08","589.49","588.70","590.58","585.20","47.30M","0.15%"
"2025-01-07","588.63","597.42","597.75","586.78","60.39M","-1.13%"
"2025-01-06","595.36","596.27","599.70","593.60","47.68M","0.58%"
"2025-01-03","591.95","587.53","592.60","586.43","37.89M","1.25%"
"2025-01-02","584.64","589.39","591.13","580.50","50.20M","-0.25%"
"2024-12-31","586.08","589.91","590.64","584.42","57.05M","-0.36%"
"2024-12-30","588.22","587.89","591.74","584.41","56.58M","-1.14%"
"2024-12-27","595.01","597.54","597.78","590.76","64.97M","-1.05%"
"2024-12-26","601.34","599.50","602.48","598.08","41.34M","0.01%"
"2024-12-24","601.30","596.06","601.34","595.47","33.16M","1.11%"
"2024-12-23","594.69","590.89","595.30","587.66","57.64M","0.60%"
"2024-12-20","591.15","581.77","595.75","580.91","125.72M","0.86%"
"2024-12-19","586.10","591.36","593.00","585.85","85.92M","-0.03%"
"2024-12-18","586.28","603.98","606.41","585.89","108.25M","-2.98%"
"2024-12-17","604.29","604.19","605.17","602.89","55.77M","-0.41%"
"2024-12-16","606.79","606.00","607.78","605.21","43.70M","0.43%"
"2024-12-13","604.21","606.40","607.13","602.81","35.90M","-0.02%"
"2024-12-12","604.33","606.58","607.16","604.33","31.54M","-0.52%"
"2024-12-11","607.46","605.78","608.43","605.50","28.68M","0.77%"
"2024-12-10","602.80","605.37","605.80","602.13","37.23M","-0.31%"
"2024-12-09","604.68","607.69","607.86","604.08","34.74M","-0.51%"
"2024-12-06","607.81","607.44","609.07","607.02","31.24M","0.19%"
"2024-12-05","606.66","607.66","608.48","606.30","28.76M","-0.16%"
"2024-12-04","607.66","605.63","607.91","604.95","42.79M","0.62%"
"2024-12-03","603.91","603.39","604.16","602.34","26.91M","0.05%"
"2024-12-02","603.63","602.97","604.32","602.47","31.75M","0.18%"
"2024-11-29","602.55","599.66","603.35","599.38","30.18M","0.62%"
"2024-11-27","598.83","600.46","600.85","597.28","34.00M","-0.30%"
"2024-11-26","600.65","598.80","601.33","598.07","45.62M","0.52%"
"2024-11-25","597.53","599.52","600.86","595.20","42.44M","0.34%"
"2024-11-22","595.51","593.66","596.15","593.15","38.23M","0.31%"
"2024-11-21","593.67","593.40","595.12","587.45","46.75M","0.54%"
"2024-11-20","590.50","590.38","590.79","584.63","50.03M","0.03%"
"2024-11-19","590.30","584.71","591.04","584.03","49.41M","0.37%"
"2024-11-18","588.15","586.22","589.49","585.34","37.08M","0.41%"
"2024-11-15","585.75","589.72","590.20","583.86","75.99M","-1.28%"
"2024-11-14","593.35","597.32","597.81","592.65","38.90M","-0.64%"
"2024-11-13","597.19","597.37","599.23","594.96","47.39M","0.05%"
"2024-11-12","596.90","598.68","599.29","594.37","43.01M","-0.31%"
"2024-11-11","598.76","599.81","600.17","597.00","37.59M","0.10%"
"2024-11-08","598.19","596.17","599.64","596.16","46.44M","0.43%"
"2024-11-07","595.61","593.08","596.65","593.00","47.23M","0.77%"
"2024-11-06","591.04","589.20","591.93","585.39","68.18M","2.49%"
"2024-11-05","576.70","570.74","576.74","570.52","39.48M","1.21%"
"2024-11-04","569.81","571.18","572.50","567.89","38.22M","-0.22%"
"2024-11-01","571.04","571.32","575.55","570.62","45.67M","0.42%"
"2024-10-31","568.64","575.56","575.63","568.44","60.18M","-1.96%"
"2024-10-30","580.01","581.29","583.32","579.29","41.44M","-0.30%"
"2024-10-29","581.77","579.85","582.91","578.43","42.90M","0.16%"
"2024-10-28","580.83","582.58","582.71","580.52","30.17M","0.31%"
"2024-10-25","579.04","581.51","584.46","578.08","47.27M","-0.03%"
"2024-10-24","579.24","579.98","580.06","576.57","34.98M","0.22%"
"2024-10-23","577.99","581.26","581.71","574.41","49.31M","-0.91%"
"2024-10-22","583.32","581.05","584.50","580.38","34.18M","-0.05%"
"2024-10-21","583.63","583.85","584.85","580.60","36.44M","-0.16%"
"2024-10-18","584.59","584.07","585.39","582.58","37.42M","0.38%"
"2024-10-17","582.35","585.91","586.12","582.16","34.39M","0.01%"
"2024-10-16","582.30","579.78","582.83","578.96","30.73M","0.43%"
"2024-10-15","579.78","584.59","584.90","578.54","54.20M","-0.78%"
"2024-10-14","584.32","581.22","585.27","580.73","36.22M","0.82%"
"2024-10-11","579.58","576.05","580.33","575.91","42.27M","0.60%"
"2024-10-10","576.13","575.77","577.58","574.49","44.14M","-0.18%"
"2024-10-09","577.14","573.16","577.71","572.55","37.91M","0.69%"
"2024-10-08","573.17","570.42","573.78","569.53","37.40M","0.95%"
"2024-10-07","567.80","571.30","571.96","566.63","49.96M","-0.90%"
"2024-10-04","572.98","572.35","573.36","568.10","43.01M","0.91%"
"2024-10-03","567.82","567.36","569.80","565.49","40.85M","-0.18%"
"2024-10-02","568.86","567.71","569.90","565.27","38.10M","0.04%"
"2024-10-01","568.62","573.40","574.06","566.00","72.67M","-0.90%"
"2024-09-30","573.76","570.42","574.38","568.08","63.66M","0.40%"
"2024-09-27","571.47","573.39","574.22","570.42","42.10M","-0.15%"
"2024-09-26","572.30","574.38","574.71","569.90","48.34M","0.40%"
"2024-09-25","570.04","571.14","571.89","568.91","38.43M","-0.22%"
"2024-09-24","571.30","570.48","571.36","567.60","46.81M","0.29%"
"2024-09-23","569.67","569.34","570.33","568.10","44.12M","0.25%"
"2024-09-20","568.25","567.84","569.31","565.17","77.50M","-0.48%"
"2024-09-19","570.98","571.01","572.88","568.08","75.32M","1.71%"
"2024-09-18","561.40","563.74","568.69","560.83","59.04M","-0.30%"
"2024-09-17","563.07","565.10","566.58","560.79","49.32M","0.04%"
"2024-09-16","562.84","561.74","563.11","559.90","36.66M","0.15%"
"2024-09-13","562.01","559.71","563.03","559.45","39.31M","0.52%"
"2024-09-12","559.09","555.01","559.40","552.74","51.89M","0.84%"
"2024-09-11","554.42","548.70","555.36","539.96","75.25M","1.03%"
"2024-09-10","548.79","548.36","549.15","543.38","36.39M","0.44%"
"2024-09-09","546.41","544.65","547.71","542.68","40.45M","1.12%"
"2024-09-06","540.36","549.94","551.60","539.44","68.49M","-1.68%"
"2024-09-05","549.61","550.89","553.80","547.10","44.26M","-0.24%"
"2024-09-04","550.95","550.20","554.43","549.46","47.22M","-0.20%"
"2024-09-03","552.08","560.47","560.81","549.51","60.60M","-2.06%"
"2024-08-30","563.68","560.77","564.20","557.14","62.70M","0.95%"
"2024-08-29","558.35","560.31","563.68","557.18","38.72M","0.01%"
"2024-08-28","558.30","561.21","561.65","555.04","41.07M","-0.58%"
"2024-08-27","561.56","559.49","562.06","558.32","32.69M","0.14%"
"2024-08-26","560.79","563.18","563.91","559.05","35.79M","-0.24%"
"2024-08-23","562.13","559.53","563.09","557.29","50.64M","1.06%"
"2024-08-22","556.22","562.56","563.18","554.98","56.12M","-0.78%"
"2024-08-21","560.62","559.77","562.11","554.73","41.51M","0.34%"
"2024-08-20","558.70","559.15","560.84","557.33","33.73M","-0.16%"
"2024-08-19","559.61","554.73","559.61","553.86","39.12M","0.96%"
"2024-08-16","554.31","551.42","555.02","551.26","44.43M","0.22%"
"2024-08-15","553.07","549.50","553.36","548.88","60.85M","1.71%"
"2024-08-14","543.75","542.85","544.96","540.12","42.45M","0.32%"
"2024-08-13","542.04","536.53","542.28","536.28","52.33M","1.64%"
"2024-08-12","533.27","534.21","535.73","530.95","42.54M","0.05%"
"2024-08-09","532.99","529.81","534.51","528.56","45.62M","0.44%"
"2024-08-08","530.65","523.91","531.29","521.84","63.28M","2.31%"
"2024-08-07","518.66","528.47","531.59","518.05","70.70M","-0.67%"
"2024-08-06","522.15","519.22","529.75","517.87","84.83M","0.92%"
"2024-08-05","517.38","511.64","523.58","510.27","146.27M","-2.91%"
"2024-08-02","532.90","535.75","536.99","528.60","82.79M","-1.86%"
"2024-08-01","543.01","552.57","554.87","539.43","76.43M","-1.42%"
"2024-07-31","550.81","548.98","553.50","547.58","65.66M","1.63%"
"2024-07-30","542.00","546.26","547.34","538.52","46.85M","-0.51%"
"2024-07-29","544.76","546.02","547.05","542.72","39.52M","0.06%"
"2024-07-26","544.44","542.28","547.19","541.49","53.76M","1.12%"
"2024-07-25","538.41","541.35","547.46","537.45","61.16M","-0.52%"
"2024-07-24","541.23","548.86","549.17","540.29","74.52M","-2.27%"
"2024-07-23","553.78","554.54","556.73","553.28","34.44M","-0.16%"
"2024-07-22","554.65","553.00","555.27","551.02","43.35M","1.03%"
"2024-07-19","548.99","552.42","554.08","547.91","65.51M","-0.66%"
"2024-07-18","552.66","558.51","559.52","550.43","56.27M","-0.77%"
"2024-07-17","556.94","558.80","560.51","556.61","57.12M","-1.40%"
"2024-07-16","564.86","562.86","565.16","562.10","36.48M","0.59%"
"2024-07-15","561.53","562.03","564.84","559.63","40.58M","0.28%"
"2024-07-12","559.99","557.63","563.67","557.15","53.08M","0.63%"
"2024-07-11","556.48","561.44","562.33","555.83","53.05M","-0.86%"
"2024-07-10","561.32","557.07","561.67","556.77","38.70M","0.99%"
"2024-07-09","555.82","556.26","557.18","555.52","27.31M","0.10%"
"2024-07-08","555.28","555.44","556.25","554.19","36.11M","0.12%"
"2024-07-05","554.64","551.77","555.05","551.12","41.49M","0.58%"
"2024-07-03","551.46","548.69","551.83","548.65","32.79M","0.45%"
"2024-07-02","549.01","543.70","549.01","543.65","40.43M","0.67%"
"2024-07-01","545.34","545.63","545.88","542.52","40.30M","0.21%"
"2024-06-28","544.22","547.16","550.28","542.95","76.14M","-0.39%"
"2024-06-27","546.37","545.37","546.96","544.61","35.04M","0.16%"
"2024-06-26","545.51","543.69","546.24","543.03","38.55M","0.12%"
"2024-06-25","544.83","543.99","545.20","542.44","38.27M","0.39%"
"2024-06-24","542.74","544.33","546.95","542.62","45.53M","-0.33%"
"2024-06-21","544.51","544.40","545.65","543.02","64.51M","-0.46%"
"2024-06-20","547.00","549.44","550.12","545.18","70.33M","-0.27%"
"2024-06-18","548.49","547.16","548.62","546.73","41.38M","0.25%"
"2024-06-17","547.10","542.08","548.53","541.61","55.84M","0.80%"
"2024-06-14","542.78","540.88","542.81","539.85","40.09M","0.06%"
"2024-06-13","542.45","543.15","543.33","539.59","44.76M","0.20%"
"2024-06-12","541.36","541.63","544.12","540.30","63.25M","0.82%"
"2024-06-11","536.95","534.07","537.01","532.05","36.38M","0.24%"
"2024-06-10","535.66","533.18","535.99","532.57","35.73M","0.31%"
"2024-06-07","534.01","533.66","536.89","532.53","43.22M","-0.12%"
"2024-06-06","534.66","534.98","535.42","532.68","30.81M","0.00%"
"2024-06-05","534.67","530.77","534.69","528.73","47.61M","1.19%"
"2024-06-04","528.39","526.46","529.15","524.96","34.63M","0.11%"
"2024-06-03","527.80","529.02","529.31","522.60","46.84M","0.08%"
"2024-05-31","527.37","523.59","527.50","518.36","90.79M","0.91%"
"2024-05-30","522.61","524.52","525.20","521.33","46.47M","-0.66%"
"2024-05-29","526.10","525.68","527.31","525.37","45.19M","-0.70%"
"2024-05-28","529.81","530.27","530.51","527.11","36.27M","0.07%"
"2024-05-24","529.44","527.85","530.27","526.88","41.29M","0.66%"
"2024-05-23","525.96","532.96","533.07","524.72","57.21M","-0.73%"
"2024-05-22","529.83","530.65","531.38","527.60","48.39M","-0.29%"
"2024-05-21","531.36","529.28","531.52","529.07","33.44M","0.25%"
"2024-05-20","530.06","529.57","531.56","529.17","37.76M","0.12%"
"2024-05-17","529.45","528.81","529.52","527.32","59.19M","0.14%"
"2024-05-16","528.69","529.88","531.52","528.54","50.24M","-0.21%"
"2024-05-15","529.78","525.83","530.08","525.18","59.50M","1.24%"
"2024-05-14","523.30","521.11","523.83","520.56","57.54M","0.46%"
"2024-05-13","520.91","522.56","522.67","519.74","36.72M","0.01%"
"2024-05-10","520.84","521.81","522.64","519.59","52.23M","0.13%"
"2024-05-09","520.17","517.38","520.21","516.71","43.64M","0.58%"
"2024-05-08","517.19","515.26","517.74","515.14","42.05M","0.01%"
"2024-05-07","517.14","517.56","518.57","516.45","52.56M","0.11%"
